PID,Time,TrialIndex,Visualisation,PosX,PosY,PosZ,RotY
2,482.6446,1,1,-1.879142,2.773411,-2.004378,254.9088
2,482.7559,1,1,-1.883307,2.774334,-1.986129,268.0126
2,482.8665,1,1,-1.882792,2.775515,-1.964995,282.1637
2,482.9768,1,1,-1.876386,2.775913,-1.942292,298.025
2,483.0865,1,1,-1.858691,2.77414,-1.920188,316.0733
2,483.1979,1,1,-1.832682,2.770896,-1.904104,333.3248
2,483.3102,1,1,-1.804556,2.766939,-1.89541,348.9376
2,483.4217,1,1,-1.77781,2.762089,-1.892766,4.02111
2,483.5328,1,1,-1.752958,2.756952,-1.8966,17.34861
2,483.6444,1,1,-1.732496,2.753564,-1.906265,29.15593
2,483.7553,1,1,-1.722764,2.753617,-1.915681,36.27493
2,483.8661,1,1,-1.720001,2.753789,-1.922202,39.31117
2,483.9768,1,1,-1.723709,2.7553,-1.923928,38.69675
2,484.088,1,1,-1.733382,2.757864,-1.921145,34.93116
2,484.1997,1,1,-1.753554,2.761407,-1.913571,25.78811
